biomarker,parameter,spearman_rho,abs_spearman_rho,p_value,samples
Glucose,hp_fsh_follicle_threshold,0.06517327104241426,0.06517327104241426,1.8693074750710346e-13,12721
Glucose,hm_follicle_threshold,-0.036834518232978036,0.036834518232978036,3.246170253727488e-05,12721
Glucose,hp_p4_follicle_scale,0.003676012452473645,0.003676012452473645,0.6784577501409172,12721
Glucose,hp_p4_follicle_threshold,-0.010352272311553388,0.010352272311553388,0.24299941405669226,12721
Glucose,hp_lh_follicle_scale,-0.015870719089983082,0.015870719089983082,0.07346128518789072,12721
Glucose,hp_lh_follicle_threshold,0.024016215509506406,0.024016215509506406,0.00675166022091209,12721
Glucose,hp_enz_pg_scale,-0.003134820758707217,0.003134820758707217,0.7236878137023228,12721
Glucose,hp_enz_pg_threshold,-0.01968556568313216,0.01968556568313216,0.026399703815896937,12721
Glucose,hp_oxt_pg_threshold,0.024055342310578452,0.024055342310578452,0.0066623655084648474,12721
Glucose,pg_clearance,-0.02705366722427766,0.02705366722427766,0.0022764665992129887,12721
Glucose,cl_formation_scale,0.03129171202029062,0.03129171202029062,0.00041582882720299006,12721
Glucose,hp_cl_self_scale,0.04641639927899071,0.04641639927899071,1.6277171880728329e-07,12721
Glucose,hp_cl_self_threshold,0.018685518684350054,0.018685518684350054,0.03507701997144042,12721
Glucose,hp_iof_scale,-0.04186493547714601,0.04186493547714601,2.3188337169011165e-06,12721
Glucose,hp_iof_threshold,0.031319665065597926,0.031319665065597926,0.0004108981959722477,12721
Glucose,cl_to_p4_scale,0.00666868303460894,0.00666868303460894,0.45200418779414286,12721
Glucose,p4_clearance,-0.052994981414409496,0.052994981414409496,2.2206883890097285e-09,12721
Glucose,p4_baseline,-0.0033418850699912356,0.0033418850699912356,0.7062578972165167,12721
Glucose,follicle_to_e2_scale,-0.0014722519139269048,0.0014722519139269048,0.8681292067231963,12721
Glucose,e2_clearance,0.05682409568462046,0.05682409568462046,1.4212740919708734e-10,12721
Glucose,follicle_to_inhibin_scale,0.016402514876342474,0.016402514876342474,0.06432222298190646,12721
Glucose,inhibin_clearance,-0.008879840850963551,0.008879840850963551,0.31660660466470175,12721
Glucose,hp_p4_enz_scale,-0.022646132346702267,0.022646132346702267,0.010640912442384352,12721
Glucose,hp_p4_enz_threshold,0.010423632391802828,0.010423632391802828,0.23976638490407703,12721
Glucose,enz_clearance,0.0005757872294664285,0.0005757872294664285,0.9482256145167599,12721
Glucose,hp_e2_oxt_scale,-0.005336338530805257,0.005336338530805257,0.5472959941111638,12721
