scenario,description,parameter,prior_median,posterior_median,prior_90_width,posterior_90_width,interval_reduction_fraction,final_epsilon,final_particles
cumulative_best_08,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon,gnrh_clearance,1.6301310730628726,1.6317588487104346,0.14679630219367357,0.1450612624979024,0.011819369220091525,0.512256350936439,2500
cumulative_best_08,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon,hp_iof_threshold,1.8198467438656287,1.8185500720425183,0.16381622142398866,0.16303680127804143,0.004757893566168514,0.512256350936439,2500
cumulative_best_08,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon,insulin_igf_threshold,15.007110527186743,15.011032919773886,1.3490788348546818,1.3535692584646366,-0.003328510902358417,0.512256350936439,2500
cumulative_best_08,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon,feed_direct_blood_fraction,0.07999997626633726,0.08020888876846145,0.007202420746582061,0.007115643620265677,0.012048327828885097,0.512256350936439,2500
cumulative_best_08,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon,lh_basal_release,0.01409954623203555,0.014066614529670056,0.0012659147656591558,0.0012745419668055234,-0.006814993694994387,0.512256350936439,2500
cumulative_best_09,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon + PGF,insulin_glucose_threshold,0.49992503297664365,0.48277882057580995,0.04499020415972066,0.019706115578332184,0.5619909723375984,0.48495091628574843,2500
cumulative_best_09,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon + PGF,inhibin_clearance,0.47501419837676173,0.4871698369378077,0.042709557745251925,0.03340185854483674,0.21793012364896092,0.48495091628574843,2500
cumulative_best_09,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon + PGF,hp_p4_follicle_scale,1.1000615121832023,1.114401676113675,0.09892970060211281,0.09524992891486361,0.03719582354796502,0.48495091628574843,2500
cumulative_best_09,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon + PGF,blood_to_liver_glucose_threshold,0.4499489017871994,0.45639127058463425,0.04042927251442624,0.03845851418876284,0.04874582704796837,0.48495091628574843,2500
cumulative_best_09,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon + PGF,gnrh_clearance,1.6301310730628726,1.632126633447542,0.14679630219367357,0.1450123190513113,0.012152779843245698,0.48495091628574843,2500
cumulative_best_09,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon + PGF,hp_iof_threshold,1.8198467438656287,1.8183136407167322,0.16381622142398866,0.16278865634370332,0.00627266989406261,0.48495091628574843,2500
cumulative_best_09,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon + PGF,insulin_igf_threshold,15.007110527186743,15.011148686623859,1.3490788348546818,1.3538855231362579,-0.0035629409915793886,0.48495091628574843,2500
